Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,Hashtags,Mentions,Media Type
TGT,"RT @markminervini : We bought $TGT on July 31, had a decent gain going into earning, but decided to ring the cash register - OOOPPPS! (if you want to call making money on a trade a ""mistake"" this is the type of mistake I want to make) Blow out earnings... BANG!  Still made a decent little profit.",trf,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",OSO,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",MeKleen,06/09/2020,0,0,Retweet,0,0,
TGT,"@Jollibeestocks i got a good position on $tmus so even when it went down all i lost was profits , but i’m holding my position still, $save def getting shares  this week i’m focusing on $tgt and $chwy",nigachin,06/09/2020,0,0,Reply,0,1,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",leebie,06/09/2020,0,0,Retweet,0,0,
TGT,"$FDX - A sensible play as they provide a necessary service during these times 
$TGT - Falling wedge, a PEG play, I like this one a lot because it was my first winner from Eric and applied all of the rules from
$CHWY - I like the company and their purpose, ER play so tread lightly",Straw Hat Stocks,06/09/2020,0,0,Reply,0,0,
TGT,"$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT 
$GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM 
$GILD $USO $NVDA $ROKU $BYND $SNAP 

We will give 3 days free trail + quick alerts to get you on top of everyone and make $$$$$ 
@Everyone
join us https://t.co/UMGs0Urd4M https://t.co/xxMsOvCsJK",stock team,06/09/2020,0,0,Tweet,0,1,photo
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",elias,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @Jollibeestocks : $CHWY - Bullish forever. I own a dog and this is a winner in the future too 
$GS - Had it on mine last week, banks doing well 
$WORK - Long term. Buying every dip. 
$FDX - I wanna see a dip before going in 
$TGT - Had it on my list for this week. Could be PEG
$CCL - Winner LT imo",frank,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Thanson #MTO,06/09/2020,0,0,Retweet,0,0,
