Symbol,Text,Name,Date,Retweets,Language,Tweet Type,Hashtags,Mentions,Media Type
FB,"Pressure on #Facebook's Zuckerberg keeps rising as Coca-Cola pauses advertising on all social media platforms. Dockers &amp; Levi’s also announced they will be pausing ads on Facebook &amp; Instagram, while Hershey’s said it will be cutting spending by a third. https://t.co/fy120XJyOU https://t.co/yP8QzGd27V",Holger Zschaepitz,27/06/2020,80,en,Tweet,1,0,photo
FB,Mark Zuckerberg just lost $7bn after a flurry of comps from Unilever to Coca Cola pulled advertising from #Facebook's network. Now Zuck is no longer the third richest person in the world. https://t.co/ZywSAjewOd https://t.co/muqGvyqXLm,Holger Zschaepitz,27/06/2020,108,en,Tweet,1,0,photo
FB,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/nEPBU9is5B",NYT Business,27/06/2020,34,en,Tweet,1,0,
FB,RT @IBD_ECarson : Three stocks with brand-new bases; what to do as #coronavirus hits new grim milestones https://t.co/QhUrCjaMwI $DXCM $FTNT $CMG $AAPL $MSFT $AMZN $TSLA $NVDA $IPHI $AMD $FB $GOOGL https://t.co/t8CQDMTqEw,Investors.com,27/06/2020,0,en,Retweet,1,0,photo
FB,Facebook is facing a growing boycott by advertisers unhappy with its handling of misinformation and hate speech. https://t.co/GfZznGbndE,NYT Business,27/06/2020,147,en,Tweet,0,0,
FB,"Facebook rolled out measures on Friday to add more context to problematic political posts on its site, as the social network grappled with a growing outcry from some of its largest advertisers over the issue of hateful speech https://t.co/k2G4QSYA5B",NYT Business,27/06/2020,0,en,Tweet,0,0,
FB,"Facebook Analyst Says Verizon Boycott Increases Risk Of 'Snowball Effect'
$FB
https://t.co/xtJQwl4SLz",Benzinga,28/06/2020,4,en,Tweet,0,0,
FB,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/UYaea9itcZ",NYT Business,28/06/2020,5,en,Tweet,1,0,
FB,"Facebook rolled out measures on Friday to add more context to problematic political posts on its site, as the social network grappled with a growing outcry from some of its largest advertisers over the issue of hateful speech https://t.co/xM2Ov7sjKa",NYT Business,28/06/2020,2,en,Tweet,0,0,
FB,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/bneAe4vvyX",NYT Business,28/06/2020,3,en,Tweet,1,0,
FB,"Bulls And Bears Of The Week: Apple, Facebook, Tesla And More
$AAPL $FB $TSLA
https://t.co/UwLoVGc3xY",Benzinga,28/06/2020,3,en,Tweet,0,0,
FB,"Facebook rolled out measures on Friday to add more context to problematic political posts on its site, as the social network grappled with a growing outcry from some of its largest advertisers over the issue of hateful speech https://t.co/fcbqkNzDs7",NYT Business,28/06/2020,3,en,Tweet,0,0,
FB,"Facebook’s widening ad exodus means more risks to rev growth. Starbucks, Levi Strauss said they too will pause spending. Growing number steepens peer pressure: It is very visible who is &amp; isn't participating in boycott where brand silence = being complicit https://t.co/b2SBtcp39m https://t.co/yVwrQLYYpK",Holger Zschaepitz,28/06/2020,64,en,Tweet,0,0,photo
FB,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/e6dVlTysVL",NYT Business,28/06/2020,3,en,Tweet,1,0,
FB,"A Starbucks employee who tried to tell an unmasked customer about the store's masking policy was criticized on Facebook. Now he has more than $87,000 after someone set up a GoFundMe page to help him. https://t.co/kKjcZMlOCs",NYT Business,29/06/2020,5,en,Tweet,0,0,
FB,Coronavirus cases are spiking again. Facebook lost a big antitrust case. And Apple will make it harder for your phone to stalk you. Here’s what you need to know for the week ahead in business and tech. https://t.co/DbbbB4kvqI,NYT Business,29/06/2020,9,en,Tweet,0,0,
FB,"Mark Zuckerberg loses $7.2B over major advertising boycotts on Facebook.

$FB ? 3.2% pre-market.
https://t.co/2Rgof1zPFv",Stocktwits,29/06/2020,27,en,Tweet,0,0,
FB,DealBook: All the companies quitting Facebook https://t.co/Q5wPpFVPLp https://t.co/UZSJ3FzjpZ,NYT Business,29/06/2020,3,en,Tweet,0,0,photo
FB,Just curious: What is $FB's business model without advertisers?,Sven Henrich,29/06/2020,125,en,Tweet,0,0,
FB,Just curious: What is $FB's business model without advertisers?,Sven Henrich,29/06/2020,125,en,Tweet,0,0,
FB,RT @TheStreet : .@JimCramer has had it with Facebook $FB https://t.co/RjXAL3dX0C,Jim Cramer,29/06/2020,0,en,Retweet,0,1,
FB,"RT @tiffkhsu : So far today, Adidas, Best Buy, Clorox, HP and other advertisers that collectively spent an estimated $80 million+ on Facebook last year have backed away from the social media giant.

https://t.co/jVENwhLnf4",NYT Business,29/06/2020,0,en,Retweet,0,0,
FB,"Starbucks Pauses All Social Media Advertising In Tandem With Growing Boycott
$SBUX $FB $LK $GOOG $VZ $DEO
https://t.co/r2Go8VkKaK",Benzinga,29/06/2020,1,en,Tweet,0,0,
FB,"Even as Facebook, Twitter and many other companies are developing plans to let employees work remotely forever, the experiences of those who tried this in the past are a reminder that the history of telecommuting has been strewn with failure. https://t.co/Rhw6a5i2gs",NYT Business,30/06/2020,8,en,Tweet,0,0,
FB,"In today's DealBook Briefing: An exclusive look at Netflix's big idea to address racial inequality, Uber orders up a deal with Postmates, a wave of public benefit corporations could go public, and readers weigh on the Facebook ad boycott. https://t.co/V4g3JcdpPr",NYT Business,30/06/2020,2,en,Tweet,0,0,
FB,Facebook is facing a growing boycott by advertisers unhappy with its handling of misinformation and hate speech https://t.co/1DfCGbzfP4,NYT Business,30/06/2020,2,en,Tweet,0,0,
FB,Breaking: People and groups associated with an antigovernment movement called boogaloo will be banned from Facebook and Instagram https://t.co/zCXYW9vLfA,NYT Business,30/06/2020,13,en,Tweet,0,0,
FB,Facebook is facing a growing boycott by advertisers unhappy with its handling of misinformation and hate speech https://t.co/0y8IaYqvJE,NYT Business,30/06/2020,4,en,Tweet,0,0,
FB,"Microsoft Paused Advertisement On Facebook, Instagram Globally, Expressing Concerns Over Inappropriate Content
$MSFT $FB 
https://t.co/GTmhgCFnYO",Benzinga,30/06/2020,1,en,Tweet,0,0,
FB,People and groups associated with an antigovernment movement called boogaloo will be banned from Facebook and Instagram https://t.co/RmyGs48kCi,NYT Business,01/07/2020,5,en,Tweet,0,0,
FB,"People and groups associated with the decentralized movement, called boogaloo, will be banned from Facebook and Instagram. Facebook said it would remove 220 Facebook accounts, 95 Instagram accounts, 28 pages and 106 groups as a result of the decision. https://t.co/aL4v5Vb8kV",NYT Business,01/07/2020,2,en,Tweet,0,0,
FB,"In today's DealBook Briefing: The stock market's epic turnaround, Facebook's advertiser exodus, deal makers' cold feet and policymakers' varied attitudes towards masks https://t.co/sBE5l1rFeg",NYT Business,01/07/2020,1,en,Tweet,0,0,
FB,"RT @tiffkhsu : The #StopHateForProfit advertiser boycott against Facebook started today, with companies like CVS, Dunkin', Kimberly-Clark and Signet protesting the platform's handling of hate speech and misinformation.

Here's a list, updated by @gillianreporter and me.

https://t.co/jVENwhtMnw",NYT Business,01/07/2020,0,en,Retweet,1,1,
FB,"In addition to the boogaloo network, Facebook said it would also remove 400 additional groups and more than a hundred pages that also violate its Dangerous Individuals and Organizations policy. https://t.co/4iUMrRnmdV",NYT Business,01/07/2020,1,en,Tweet,0,0,
FB,"RT @IBD_ECarson : Netflix enters buy zone as Nasdaq hits closing high in ""can't stop"". rally - but it's a stock picker's market. $NFLX $FB $GOOGL $AMZN $OKTA $TDOC $TSLA https://t.co/M2EndLc1Xy https://t.co/XsFY24ZtvA",Investors.com,01/07/2020,0,en,Retweet,0,0,animated_gif
FB,"Just to put things into perspective: Combined mkt cap of #FANGMAN (Facebook, Amazon, Netflix, Google, Microsoft, Apple, Nvidia) hit fresh ATH at $6.75tn, equal to combined GDP of Germany and the UK. https://t.co/CSTNAtrpYk",Holger Zschaepitz,02/07/2020,454,en,Tweet,1,0,photo
FB,"Zuckerberg Tells Facebook Employees He's Not Going To Change Policies In Response To Advertiser Boycott
$FB
https://t.co/oqCnJHxt1E",Benzinga,02/07/2020,3,en,Tweet,0,0,
FB,"Facebook, Twitter and Google are up against a new test of their free-speech credentials in Hong Kong  https://t.co/GiWSnsPn9K",WSJ Markets,04/07/2020,2,en,Tweet,0,0,
FB,"RT @DeItaOne : FACEBOOK SUSPENDING REVIEW OF GOVERNMENT REQUESTS FOR USER DATA FROM HONG KONG: SPOKESWOMAN
$FB",Stocktwits,06/07/2020,0,en,Retweet,0,0,
FB,RT @Westyhk : SCOOP: Facebook on a potential collision course with Beijing after WhatsApp suspends user data requests from HK Govt. https://t.co/rDIaVzw0gz via @WSJ #nsl #hklaw #nationalsecuritylaw,WSJ Markets,06/07/2020,0,en,Retweet,3,1,
FB,"Facebook Launching Courses In India Centered Around Jobs, Digital Safety, Augmented Reality
$FB

https://t.co/wctQr55JBO",Benzinga,06/07/2020,0,en,Tweet,0,0,
FB,Facebook said on Monday that it would temporarily stop processing Hong Kong government requests for user data as the company reviews a national security law that has chilled political expression in the city. https://t.co/HiyFvgOULL,NYT Business,06/07/2020,1,en,Tweet,0,0,
FB,"Facebook, Intel-Backed Reliance Jio Launches Zoom Competitor In India
$FB $INTC $ZM
https://t.co/n78BlWULCx",Benzinga,06/07/2020,1,en,Tweet,0,0,
FB,"As Facebook reviews a Chinese national security law that has chilled political expression in Hong Kong, the company will temporarily stop processing the city government's requests for user data https://t.co/bBjUGNuznh",NYT Business,07/07/2020,5,en,Tweet,0,0,
FB,"Just to put things into perspective: Combined mkt cap of #FANGMAN (Facebook, Amazon, Netflix, Google, Microsoft, Apple, Nvidia) hit fresh ATH at $6.91tn, equal to combined GDP of #Japan and #Italy. https://t.co/J4abLLUKji",Holger Zschaepitz,07/07/2020,240,en,Tweet,3,0,photo
FB,Facebook's decision to temporarily stop processing Hong Kong’s requests for user data is a rare public questioning of Chinese policy by a American internet company https://t.co/DzAHaQppgw,NYT Business,07/07/2020,6,en,Tweet,0,0,
FB,"RT @MikeIsaac : In a meeting today with civil rights groups who organized the widespread ad boycott, Facebook failed to appease organizers, saying it doesn't respond to demands under financial pressure.

w/ @tiffkhsu 

https://t.co/67ROh9TDWX",NYT Business,07/07/2020,0,en,Retweet,0,1,
FB,"Mark Zuckerberg and Sheryl Sandberg, Facebook's top executives, ""delivered the same old talking points"" at a Tuesday meeting, said civil rights groups. https://t.co/TY1UaCg2m1",NYT Business,07/07/2020,5,en,Tweet,0,0,
FB,"RT @MikeIsaac : NEW: Auditors sharply critique Facebook's history of decisions around decisions of speech on the platform, which they found were ‘Setbacks for Civil Rights'

from a two-year study detailed in a 100-page report, a copy of which was obtained by the NYT

https://t.co/jQh4WVuwW6",NYT Business,08/07/2020,0,en,Retweet,0,0,
FB,DealBook: Facebook’s Big Meeting Didn’t Go So Well https://t.co/6y5EB7Dys1 https://t.co/Qg4VNTg6tS,NYT Business,08/07/2020,1,en,Tweet,0,0,photo
FB,"The culmination of two years of examination, the report raised concerns about Facebook decisions that could affect the November general election and other speech issues. https://t.co/g3NBQKy8ah",NYT Business,08/07/2020,6,en,Tweet,0,0,
FB,Facebook Said It “Stands Firmly Against Hate.” It’s Currently Running An Ad From White Nationalists. https://t.co/9x4qxAvUMa,BuzzFeed,08/07/2020,32,en,Tweet,0,0,
FB,Facebook’s handpicked auditors to examine its policies said that the company had not done enough to protect people on the platform from discriminatory posts and that its decisions were a “significant setbacks for civil rights.” https://t.co/LagxN14HGz,NYT Business,09/07/2020,6,en,Tweet,0,0,
FB,“Facebook has made policy and enforcement choices that leave our election exposed to interference by the president and others who seek to use misinformation to sow confusion and suppress voting.” https://t.co/WKe4ALe1YH,NYT Business,09/07/2020,7,en,Tweet,0,0,
FB,"RT @MikeIsaac : More Friday News! Facebook considers banning political ads from its network after months of punishing pushback

Would be a huge about-face after Zuckerberg staunchly defended the position since late last year

https://t.co/EzB0f31m3E",NYT Business,10/07/2020,0,en,Retweet,0,0,
FB,Facebook is considering banning political advertising across its network before the November general election https://t.co/70M8EProJm,NYT Business,11/07/2020,1,en,Tweet,0,0,
FB,"With the November election looming and as Facebook grapples with intensifying scrutiny over content posted to its platform, the core of a debate within the social media company is whether banning political ads would help or harm. https://t.co/02keaNPzSq",NYT Business,11/07/2020,2,en,Tweet,0,0,
FB,"Big Tech is eating the world: Combined mkt cap of #FANGMAN (Facebook, Amazon, Netflix, Google, Microsoft, Apple, Nvidia) tops $7tn this week, equal to combined GDP of #Germany, #Italy and #Indonesia. https://t.co/DO4j4OJAOp",Holger Zschaepitz,11/07/2020,854,en,Tweet,4,0,photo
FB,Facebook is said to be considering banning political advertising across its network before the November general election https://t.co/hPcbVsGUM3,NYT Business,11/07/2020,0,en,Tweet,0,0,
FB,Facebook is said to be considering banning political advertising across its network before the November general election https://t.co/HVtdKg2eQC,NYT Business,12/07/2020,1,en,Tweet,0,0,
FB,Facebook is said to be considering banning political advertising across its network before the November general election https://t.co/cr11Lfm3jx,NYT Business,12/07/2020,1,en,Tweet,0,0,
FB,Biden’s economic plan. Facebook under pressure on civil rights. And the real cost of losing birth control coverage. Here’s your quick catch-up on business and tech news for the week ahead. https://t.co/4z0a1d6K4f,NYT Business,13/07/2020,2,en,Tweet,0,0,
FB,"Qualcomm To Invest $97M In India's Jio Platforms, Joining Facebook, Intel As Stakeholders $QCOM $FB $INTC

https://t.co/47UqbQUOGR",Benzinga,13/07/2020,2,en,Tweet,0,0,
FB,Britain’s interesting recovery plan. (Discounts at pubs!) Trump’s financial records. And Facebook’s disastrous meeting with civil rights groups. Here’s your quick catch-up on business and tech news for the week ahead. https://t.co/FMFVOvOVPC,NYT Business,13/07/2020,1,en,Tweet,0,0,
FB,Worth a read. Still digesting.                              The Era of Free News for $FB and $GOOG likely to change.  https://t.co/ZbeBadaCbZ,Stephanie Link,13/07/2020,7,en,Tweet,0,0,
FB,Yesterday's reversal lower hardly registered on the six-month price charts of FAANG stocks.  Still very overbought.  $AAPL $AMZN $FB $GOOGL $NFLX https://t.co/n62ZU2hhqQ,Bespoke,14/07/2020,14,en,Tweet,0,0,photo
FB,Covid and climate change are both dangerous. But they get very different treatment on Facebook. https://t.co/sduMMZBGzU,NYT Business,14/07/2020,0,en,Tweet,0,0,
FB,"More than 1,000 companies have stopped advertising on Facebook to protest its approach to hate speech, but one of its most important advertising categories — Hollywood — has been silent https://t.co/n1JFz5ws8k",NYT Business,15/07/2020,4,en,Tweet,0,0,
FB,"More than 1,000 companies have stopped advertising on Facebook to protest its approach to hate speech, but one of its most important advertising categories — Hollywood — has been silent https://t.co/XJHdK60oZX",NYT Business,15/07/2020,10,en,Tweet,0,0,
FB,The case stems from a lawsuit filed against Facebook by an Austrian lawyer who argued that his privacy rights were violated once his data was transferred to the United States https://t.co/UrLIe69PBS,NYT Business,16/07/2020,2,en,Tweet,0,0,
FB,The case stems from a lawsuit filed against Facebook by an Austrian lawyer who argued that his privacy rights were violated once his data was transferred to the United States. https://t.co/Y9FwsCaOOK,NYT Business,16/07/2020,0,en,Tweet,0,0,
FB,"Facebook Preparing To Launch TikTok Rival In US, 50 Other Markets $FB 

https://t.co/rCPII6KHKC",Benzinga,17/07/2020,5,en,Tweet,0,0,
FB,"Nearly a year ago, the  chairman of the Federal Trade Commission predicted his agency would wrap up an antitrust investigation of Facebook by the presidential election. That goal seems virtually impossible now. https://t.co/kxdhgBIwHA",NYT Business,18/07/2020,2,en,Tweet,0,0,
FB,"Main business model of Ireland, tax haven for tech giants, can continue. Apple has €13bn Irish tax bill overturned. Apple, Google, Facebook &amp; Co collectively all take advantage of Ireland's favorable conditions &amp; shift billions of dollars in profits there https://t.co/bWi4W1N138 https://t.co/rMspKeQFwf",Holger Zschaepitz,18/07/2020,130,en,Tweet,0,0,photo
FB,"Nearly a year ago, the chairman of the Federal Trade Commission predicted his agency would wrap up an antitrust investigation of Facebook by the presidential election. That goal seems virtually impossible now. https://t.co/hUzbjFrf8v",NYT Business,18/07/2020,2,en,Tweet,0,0,
FB,"An antitrust investigation of Facebook will probably roll into next year, when there may be a new president choosing its leader. The change could alter the commission’s priorities as staff appear to be preparing depositions of Facebook’s top leadership. https://t.co/MaEirPYMfl",NYT Business,19/07/2020,0,en,Tweet,0,0,
FB,"Good morning from #Italy, a stock market developing country. Although Italy is still the 8th largest econ in the world, all Italian shares combined are worth just $602bn. That's less than the mkt cap of Facebook ($690bn), and only about a third of Apple's mkt cap of $1.7tn. https://t.co/P42jpdWg20",Holger Zschaepitz,20/07/2020,299,en,Tweet,1,0,photo
FB,"Facebook CEO Mark Zuckerberg Says He Has No Secret Pact With Trump Administration $FB

https://t.co/ZPJLvVJtuX",Benzinga,21/07/2020,0,en,Tweet,0,0,
FB,"TikTok Ban Speculation Is Good News For Facebook, Google $FB $GOOG
https://t.co/CHdRLBX2oZ",Benzinga,21/07/2020,0,en,Tweet,0,0,
FB,RT @sheeraf : Not just Twitter. Facebook is planning to take action on Qanon too: https://t.co/8LzZoOSimP,NYT Business,22/07/2020,0,en,Retweet,0,0,
FB,“Facebook Is Hurting People At Scale”: Mark Zuckerberg’s Employees Reckon With The Social Network They’ve Built https://t.co/B9NK3hCoxm,BuzzFeed,23/07/2020,83,en,Tweet,0,0,
FB,"“Facebook Is Hurting People At Scale”: Mark Zuckerberg’s Employees Reckon With The Social Network They’ve Built
 https://t.co/LkU59gIgIA?",BuzzFeed,24/07/2020,37,en,Tweet,0,0,
FB,"Amazon $AMZN Looks To Acquire A Near 10% Stake In Reliance Retail, After Facebook $FB, Google $GOOG $GOOGL Back Sister Company Jio

https://t.co/K08j7BjQQU https://t.co/3TddiCyva3",Benzinga,24/07/2020,3,en,Tweet,0,0,animated_gif
FB,"Nice upside intraday reversal for Amazon $AMZN, Netflix $NFLX, Apple $AAPL, Alphabet $GOOGL, Facebook $FB.",Bespoke,24/07/2020,8,en,Tweet,0,0,
FB,"RT @IBD_ECarson : Three Reasons To Be Bullish; Dow Futures Rise
https://t.co/ENgkWibOiN $AMD $AAPL $AMZN $SHOP $FB $SFM $GOOGL https://t.co/NgISMEXyae",Investors.com,27/07/2020,0,en,Retweet,0,0,animated_gif
FB,Podcast: Facebook Employees Are Standing Up To Mark Zuckerberg https://t.co/Bvl21CrEhG,BuzzFeed,27/07/2020,12,en,Tweet,0,0,
FB,"On Wednesday, Jeff Bezos will testify before Congress for the first time. He will be joined by the chief executives of Alphabet, Apple and Facebook as part of lawmakers’ investigations into the power of the largest tech companies.  https://t.co/fbm14TMy8O",NYT Business,28/07/2020,5,en,Tweet,0,0,
FB,"Facebook $FB Asks Court To Intervene In EU Antitrust Probe Over Violation Of Employee Privacy: FT

https://t.co/7qKqumBwMh",Benzinga,28/07/2020,0,en,Tweet,0,0,
FB,"The chief executives of Apple, Google, Facebook and Amazon are testifying before Congress. Here's what you need to know.  https://t.co/ZNEH7olc1S",NYT Business,29/07/2020,1,en,Tweet,0,0,
FB,"There's no simple way to avoid Amazon, Apple, Google and Facebook in our digital lives. But there are steps we can take to support tech's little guys, too. https://t.co/FdbZ5O0EEJ",NYT Business,29/07/2020,2,en,Tweet,0,0,
FB,"The chief executives of Apple, Google, Facebook and Amazon are testifying before Congress. Here's what you need to know.  https://t.co/WXPMBtWCQV",NYT Business,29/07/2020,4,en,Tweet,0,0,
FB,"Many competitors to Google, Facebook, Apple and Amazon have been busy talking to House lawmakers for months about those companies’ power https://t.co/W64P65Qdc0",NYT Business,29/07/2020,1,en,Tweet,0,0,
FB,"RT @tiffkhsu : The Big Tech spin engine is geared up for today's tech hearing with Amazon, Apple, Facebook and Google. 

This is a VERY GOOD primer/factcheck to read first.

https://t.co/mQAySPEapH",NYT Business,29/07/2020,0,en,Retweet,0,0,
FB,"RT @Kellen_Browning : A big day in the tech world as the C.E.O.s of four major companies — Apple, Google, Facebook, Amazon — are set to testify (remotely) on Capitol Hill. Follow our @nytimes live briefing and read about how the virtual process will work here: https://t.co/65sd8WnrBT",NYT Business,29/07/2020,0,en,Retweet,0,1,
FB,"RT @Kellen_Browning : Time to unveil our ""buzzword bingo."" How often are the CEOs repeating themselves? In opening statements, Pichai cited 9 instances of how Google is good for America, while Zuckerberg focused on 6 of Facebook's competitors. Follow our @nytimes tally here:  https://t.co/iTL55cMJ7Q",NYT Business,29/07/2020,0,en,Retweet,0,1,
FB,"Several of the documents were about Facebook and the desire of its chief executive, Mark Zuckerberg, to buy the photo-sharing app Instagram as a way of quashing a competitive threat https://t.co/pDgrxC5jdw",NYT Business,29/07/2020,2,en,Tweet,0,0,
FB,"RT @MikeIsaac : Democrats go in hard on Facebook for its Instagram acquisition and MZ going after a ""competitive threat""

https://t.co/LqUTFP3zFO",NYT Business,29/07/2020,0,en,Retweet,0,0,
FB,"Facebook Bought Instagram To Neutralize A Competitor, Emails Show https://t.co/dJr5uzTdLz",BuzzFeed,29/07/2020,31,en,Tweet,0,0,
FB,"Facebook $FB Offering Substantial Financial Incentives To Bring TikTok Talent On Its 'Instagram Reels' Platform

https://t.co/7Qmx9FupEN https://t.co/7JC1gvTUcj",Benzinga,29/07/2020,0,en,Tweet,0,0,animated_gif
FB,"RT @IBD_ECarson : These 5 stocks are buys following earnings after hours; Apple, these internet giants are on tap
https://t.co/KjDPI841dJ $PYPL $QRVO $QCOM $SFM $ORLY $AAPL $AMZN $FB $GOOGL https://t.co/FKg2AhJJ5Z",Investors.com,30/07/2020,0,en,Retweet,0,0,animated_gif
FB,"CEOs Of Amazon, Apple, Facebook And Google Defend Companies During Congressional Antitrust Testimony $AAPL $AMZN $FB $GOOG https://t.co/c3njKrxtau",Benzinga,30/07/2020,0,en,Tweet,0,0,
FB,Zuckerberg vs. Musk: Respect for In-House Lawyers and Regulators Edition $FB $TSLA https://t.co/mpOgpjKrfF,MuddyWatersResearch,30/07/2020,28,en,Tweet,0,0,photo
FB,$FB +5%,Joe Weisenthal,30/07/2020,3,und,Tweet,0,0,
FB,$FB first move higher. https://t.co/Ne7rhejt9t,Stocktwits,30/07/2020,8,en,Tweet,0,0,
FB,$FB up nearly 7% now,Joe Weisenthal,30/07/2020,8,en,Tweet,0,0,
FB,"Facebook is trading at an all-time high following earnings.  
  
$FB",Stocktwits,30/07/2020,18,en,Tweet,0,0,
FB,"Facebook Surges After Big Q2 Earnings Beat, 12% User Growth $FB https://t.co/r4B3ZmP072",Benzinga,30/07/2020,1,en,Tweet,0,0,
FB,"RT @IBD_ECarson : Tech futures jump after Apple, Amazon, Facebook, Google earnings - three signal possible buys https://t.co/MjMCOSCcJ3 $AAPL $AMZN $GOOGL $FB $VRTX $TEAM https://t.co/WrWprlbW2b",Investors.com,31/07/2020,0,en,Retweet,0,0,animated_gif
FB,"One Day After Congressional Grilling, America's Tech Giants Assert Their Dominance $AAPL $AMZN $FB $GOOG https://t.co/O0cSe54xcv",Benzinga,31/07/2020,0,en,Tweet,0,0,
FB,What usually happens after Facebook $FB breaks out? https://t.co/RCsJ7Xm4aU,Top Breakout Stocks,31/07/2020,1,en,Tweet,0,0,
FB,"There's no simple way to avoid Amazon, Apple, Google and Facebook in our digital lives. But there are steps we can take to support tech's little guys too. https://t.co/jEKHXFhbB1",NYT Business,31/07/2020,2,en,Tweet,0,0,
FB,"Tech is eating the world: Big Tech had a great quarter. A day after their CEOs testified in a landmark antitrust hearing before US Congress, Facebook, Amazon, Apple, and Alphabet all beat earnings estimates. Tech Leadership is near the highest since the dot-com bubble in 2000. https://t.co/pB9eSokCgl",Holger Zschaepitz,31/07/2020,77,en,Tweet,0,0,photo
FB,"RT @jacknicas : On Wednesday, the CEOs of Amazon, Apple, Facebook and Google argued to Congress that they weren’t that powerful.

On Thursday, as the worst economic figures in U.S. history arrived, those four companies reported $28.6 billion in quarterly profits.
https://t.co/aYQpOe2PEb",NYT Business,31/07/2020,0,en,Retweet,0,0,
FB,"RT @daiwaka : Wed - CEOs of Amazon, Apple, Facebook, Google: There is lots of competition. Our dominance is overstated.

Thurs - The four report combined quarterly profit of $28.6 bln during one of the worst economies on record. 

Story w/ @KYWeise @jacknicas @MikeIsaac https://t.co/ggqi3Qmewh",NYT Business,31/07/2020,0,en,Retweet,0,3,
FB,42 Stocks Moving in Friday's Pre-Market Session $ZN $SONN $ECOR $LEAF $MDRX $ZSAN $BRKS $NOK $AAPL $ATUS $LOCO $AMZN $WWE $VRTU $FB $F $TLSA $TAOP $SCKT $PRPO $SBPH $WRTC $KODK $TEAM $EXPE $MOH https://t.co/VH7vus3Hkn,Benzinga,31/07/2020,7,nl,Tweet,0,0,
FB,"Big Tech Stocks Among The Most Shorted In The Market 
$AAPL $AMZN $FB $GOOG $GOOGL

https://t.co/8aQlhM8R7E",Benzinga,31/07/2020,2,en,Tweet,0,0,
FB,The 5 largest stocks at the start of 2020 have added $1.66 trillion in market cap this year.  The 495 other stocks have lost $1.61 trillion.  $AAPL $AMZN $GOOGL $FB $MSFT $$ https://t.co/HPVdsv8Bdn,Bespoke,31/07/2020,105,en,Tweet,0,0,photo
FB,Facebook was one of the three FAANG stocks to report bullish earnings Friday $FB $PDD $SQ https://t.co/Q9PX0ND6OL,Investors.com,31/07/2020,1,en,Tweet,0,0,
FB,"The Street's Reaction To Facebook's $FB Q2: Bulls Turn More Bullish

https://t.co/1Nc0SVfqMY https://t.co/0FfoFIHI90",Benzinga,31/07/2020,0,en,Tweet,0,0,animated_gif
FB,"Our reporter tried to block Amazon, Facebook, Google, Apple, and Microsoft from her life. It was much harder than you could possibly imagine. https://t.co/FzS2fbsHpK",NYT Business,01/08/2020,18,en,Tweet,0,0,
FB,"Tech is eating the world: Total mkt cap of FANGMAN just hit fresh ATH in a week when bosses of Big Tech have tried to downplay their size in congressional hearing. Combined mkt cap of Facebook, Apple, Google, Microsoft, Amazon, Nvidia now at $7.2tn, equal to GDP of Japan and UK. https://t.co/y1hUR5gAog",Holger Zschaepitz,01/08/2020,278,en,Tweet,0,0,photo
FB,"RT @IBD_ECarson : For those who like the written word... ??

Stock market rally awaits stimulus deal, more top earnings; Microsoft eyes TikTok deal with $MSFT in buy range  https://t.co/n5SdxS826a $AAPL $AMZN $CHGG $NET $FSLY $AMD $FB https://t.co/U0OhgqudIV",Investors.com,01/08/2020,0,en,Retweet,0,0,animated_gif
FB,"The #StopHateForProfit boycott against Facebook seems to have hurt the social media giant's reputation more than its bottom line, as some advertisers vow to continue pressuring the company over its content moderation policies. https://t.co/bsJd0chs4B",NYT Business,01/08/2020,3,en,Tweet,1,0,
FB,"The #StopHateForProfit boycott against Facebook seems to have hurt the social media giant's reputation more than its bottom line, as some advertisers vow to continue pressuring the company over its content moderation policies. https://t.co/PR0vcAUFQq",NYT Business,02/08/2020,3,en,Tweet,1,0,
FB,"RT @YahooFinance : Highlight: ""Amazon is a big wow,"" @AlbionFinGrp's @jasonlware on the company's earnings. Also talks about Apple, Google and Facebook earnings. Full interview: https://t.co/2N0lrq2npR",Yahoo Finance,03/08/2020,0,en,Retweet,0,2,video
FB,Mark Zuckerberg on why Facebook is actually 'behind' its competition despite monopoly critique https://t.co/Z2KSdQJuzK by @alexiskweed https://t.co/eMykB1wwVH,Yahoo Finance,03/08/2020,3,en,Tweet,0,1,photo
FB,"Why Apple has less to fear from antitrust regulators than Facebook, Google, and Amazon https://t.co/VzVUDqqF73 by @readDanwrite https://t.co/gKcTipzJve",Yahoo Finance,03/08/2020,3,en,Tweet,0,1,photo
FB,Another fake Pelosi video goes viral on Facebook https://t.co/KqEAiupy9J,The Washington Post,03/08/2020,120,en,Tweet,0,0,
