Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,Hashtags,Media Type
APPLE,"Top-rated companies including ­Disney, Apple and ExxonMobil raise $1tn in 5 months to fill ‘war chests.’ US comps have borrowed almost a year's worth of cash in 5mths. https://t.co/yLwnzX2Nnd https://t.co/s0Zy3urqqj",Holger Zschaepitz,26/05/2020,258,138,0,0,photo
APPLE,Apple $AAPL -- up $5 this AM -- is set to open less than a percent from the all-time high it made on 1/29 -- $327.85. https://t.co/IMAtDoAG0c,Bespoke,26/05/2020,7,1,0,0,photo
APPLE,"Here's why my job is tough: I have liked Apple since it was at $5. Let's say i had recommended it tonight and it went down tomorrow, i would have been viewed as a ""top-ticker"" . i used to argue, but now i just block so if u want the right to comment behave like a gent not a fool",Jim Cramer,26/05/2020,1259,42,0,0,
GOOG,All 4 of the FANG stocks are set to open lower this AM even with $SPY set to open up 1%+.  Near-term rotation out of these names began intraday yesterday.  $AMZN $FB $GOOG $NFLX  https://t.co/H4p1RcpfIn https://t.co/cczmwLEkGE,Bespoke,27/05/2020,11,8,0,0,photo
APPLE,@janvewijk google it,Sven Henrich,27/05/2020,8,0,0,1,
APPLE,3 Apple Analysts Lift Price Targets: Why They're Optimistic On iPhone's Trajectory $AAPL https://t.co/OOkrbAsg13,Benzinga,27/05/2020,1,1,0,0,
GOOG,"Five largest stocks in the S&amp;P 500:
AAPL - indicated ⬇️ 0.8%
MSFT - indicated ⬇️ 1.3%
AMZN - indicated ⬇️ 1.1%
GOOGL  - indicated ⬇️ 1.4%
FB - indicated ⬇️ 2.3%
S&amp;P 500 - indicated ⬆️0.4%",Bespoke,28/05/2020,25,6,0,0,
GOOG,"Today is the first time ever that AAPL, MSFT, AMZN, GOOGL, FB all gaped down 0.35%+ but SPY gapped up 0.35%+.",Bespoke,28/05/2020,116,28,0,0,
GOOG,RT @wavestock : inspired by @Stocktwits TOP 25 - Google Sheet monitoring tool tracking Nasdaq 100 stocks weekly performance and direct link to charts on @FINVIZ_com https://t.co/Sz58fMGBz7,Stocktwits,30/05/2020,0,0,0,2,photo
APPLE,3 Apple Analysts Lift Price Targets: Why They're Optimistic On iPhone's Trajectory $AAPL https://t.co/DidbfKHznV,Benzinga,31/05/2020,0,1,0,0,
APPLE,"Apple CEO Writes To Employees About George Floyd Death, Urges For 'Better, More Just World For Everyone' $AAPL https://t.co/lKF7TJU8t9",Benzinga,01/06/2020,9,4,0,0,
APPLE,"Stocks shrug off headlines; Tesla, Apple break out, Zoom Video soars before earnings $TSLA $AAPL $ZM https://t.co/KbGcVx3hgf",Investors.com,01/06/2020,22,5,0,0,
APPLE,"Just to put things into perspective: S&amp;P 500’s five most valuable companies (Amazon, Apple, Facebook, Google, Microsoft) leave the other 495 in the dust and have provided the bulk of the S&amp;P performance this year. https://t.co/iF03d9bPpl",Holger Zschaepitz,02/06/2020,263,134,0,0,photo
GOOG,Google Takes Down 'Remove China Apps' With 5M Downloads $GOOGL $GOOG https://t.co/bMx4YEJd5Z,Benzinga,03/06/2020,1,1,0,0,
GOOG,California Class Action Seeks More Than $5B In Damages From Google For Allegedly Tracking Data In Incognito Mode $GOOGL $GOOG https://t.co/61MirNIkSK,Benzinga,03/06/2020,2,4,0,0,
GOOG,"Brunswick $BC up another 6% today.  Here are Google search trends for ""Boston Whaler"" and ""Sea Ray""... https://t.co/GzEkPcFXsA",Bespoke,03/06/2020,11,5,0,0,photo
GOOG,"DocuSign Rival Startup Gets $5M Seed Funding From Google

$GOOG $DOCU

https://t.co/1BkD1bKD6O

#startup #stocks #swingtrade #news",Benzinga,04/06/2020,2,0,4,0,
APPLE,"The combined market cap of Alphabet $GOOGL, Apple $AAPL, Amazon $AMZN, Facebook $FB, and Microsoft $MSFT hit $5.73 trillion today, a new all-time high. https://t.co/2bYlMLwf7j",Bespoke,05/06/2020,53,34,0,0,photo
APPLE,people are owning apple not trading it,Jim Cramer,05/06/2020,1409,82,0,0,
APPLE,"RT @srussolillo : A major reason the market has recovered so much: Microsoft, Apple, Amazon, Alphabet and Facebook make up more than 20% of the S&amp;P 500. Five years ago, the concentration of market value in the index’s largest five components was 12%. 

via @AmrithRamkumar https://t.co/gRz0HozjSe https://t.co/bbRCY6Q1DC",WSJ Markets,08/06/2020,0,0,0,1,photo
APPLE,"Apple Gets Patent For Socially-Distanced Group Selfies
$AAPL
https://t.co/eUqivme4Ol",Benzinga,08/06/2020,5,3,0,0,
APPLE,"Apple, own it, don’t trade it https://t.co/81AwORGgiF",Jim Cramer,08/06/2020,608,59,0,0,
GOOG,"Google Maps To Offer Relevant Local COVID-19 Information For Public Transport, Driving And Testing Centers
$GOOG $GOOGL
https://t.co/s3745UzXfF",Benzinga,09/06/2020,4,2,0,0,
GOOG,"Amazon $AMZN having a big day, up nearly 4% and clearing the $1.3 trillion market cap level.  Alphabet $GOOGL market cap now just $6 billion away from re-joining the Trillion Dollar Club.",Bespoke,09/06/2020,12,4,0,0,
APPLE,Heard on the Street: Going in-house for processors on its Mac computers would carry some risk for Apple https://t.co/690p0tIOum,WSJ Markets,09/06/2020,5,0,0,0,
APPLE,"In case you missed it: Combined mkt cap of FANGMAN (#Facebook, #Amazon, #Netflix, #Google, #Microsoft, #Apple, #Nvidia) has hit fresh ATH at $6.3tn, more than the combined GDP of #Germany ($3.9tn) and #Italy ($2.1tn). https://t.co/yyYRQ86f9Z",Holger Zschaepitz,10/06/2020,667,387,9,0,photo
APPLE,Hot Housing: Mortgage purchase applications have risen for a record 8th straight week and are just a whisker shy of 10+ year highs.  $ITB https://t.co/Dnwj9vsjNC https://t.co/tapTiDUk5T,Bespoke,10/06/2020,5,2,0,0,photo
APPLE,"Goldman got Apple wrong, but I don't want to single them out as so many have tried to trade and not own the stock!!! https://t.co/eYBzeFWtm0",Jim Cramer,10/06/2020,207,22,0,0,
APPLE,"RT @TheStreet : .@tim_cook, @JimCramer really needs to know: What is the lifetime value of an Apple customer? $AAPL  https://t.co/3IrFxeC0At",Jim Cramer,10/06/2020,0,0,0,2,
GOOG,"Today's drop hardly noticeable on the FAANG charts, but check out some of the key travel names... $AMZN $CCL $JBLU $DAL $AAPL $GOOGL $FB https://t.co/XS7D7SatE5",Bespoke,11/06/2020,16,10,0,0,photo
GOOG,"RT @djtgallagher : Like the tree in the woods, if Google slips out a new Android version without thousands of cheering developers in the stands, does anyone care? We'll see. @WSJheard - https://t.co/wkhIQEYEWc",WSJ Markets,11/06/2020,0,0,0,1,
GOOG,Heard on the Street: Tech giants like Google make do without the fanfare of live events. https://t.co/QRa77BWu7Y,WSJ Markets,11/06/2020,4,1,0,0,
APPLE,"RT @alexfrangos : A gold rush...in New York? The weird and wacky of how the coronavirus crisis upended the market for the world's favorite precious metal, and had everyone sending gold to the Big Apple. @josephttwallace @Annaisaac  

https://t.co/kdtXKuO4Nc https://t.co/A15fe8guRn",WSJ Markets,11/06/2020,0,0,0,2,photo
APPLE,Heard on the Street: Big Apple might spoil food-delivery feast https://t.co/3xV2afotNb,WSJ Markets,11/06/2020,0,0,0,0,
APPLE,"RT @tim_cook : The unfinished work of racial justice and equality call us all to account. Things must change, and Apple's committed to being a force for that change. Today, I'm proud to announce Apple’s Racial Equity and Justice Initiative, with a $100 million commitment. https://t.co/AoYafq2xlp",Jim Cramer,11/06/2020,0,0,0,0,video
GOOG,Fomentation is a technical term. please google it,Jim Cramer,12/06/2020,81,6,0,0,
GOOG,"Google Looks To Limit Discrimination In Housing, Employment, Credit Ads A Year After Facebook Settled Similar Lawsuit
$GOOG $GOOGL
https://t.co/H9uc0N3Sve",Benzinga,12/06/2020,2,0,0,0,
GOOG,"RT @puiwingtam : Bankruptcies, layoffs, retrenchment and financial pain? Not for Facebook, Google, Amazon, Apple and Microsoft. 
@MikeIsaac 
https://t.co/YQpOh5iSML",NYT Business,13/06/2020,0,0,0,1,
APPLE,"Apple and Microsoft are buying companies. Amazon is leasing more airplanes. Facebook is helping to build a nearly 23,000-mile undersea fiber optic cable encircling Africa.  https://t.co/c2sKvbaH61",NYT Business,13/06/2020,41,28,0,0,
APPLE,"Benzinga's Bulls And Bears Of The Week: Amazon, Netflix, Starbucks And More $AMZN $NFLX $SBUX $GILD $TSLA $AAPL $CHWY $LULU https://t.co/bA220WzaG2",Benzinga,13/06/2020,3,2,0,0,
APPLE,"Why Disney+, Not Netflix, Could Soon Emerge As The No 1. Streaming Service $DIS $NFLX $AAPL https://t.co/K41lspTh5K",Benzinga,13/06/2020,9,5,0,0,
GOOG,"Your Favorite Companies, As Defined By Urban Dictionary $DIS $AAPL $TWTR $FB $GOOGL $AMZN $TSLA $GS $GM $NFLX https://t.co/2jswOvsVT3",Benzinga,14/06/2020,3,3,0,0,
APPLE,"Apple and Microsoft are buying companies. Amazon is leasing more airplanes. Facebook is helping to build a nearly 23,000-mile undersea fiber optic cable encircling Africa. https://t.co/7xZ4EL9aGH",NYT Business,14/06/2020,38,20,0,0,
APPLE,"Apple and Microsoft are buying companies. Amazon is leasing more airplanes. Facebook is helping to build a nearly 23,000-mile undersea fiber optic cable encircling Africa. https://t.co/2IoKgQ7jFJ",NYT Business,14/06/2020,13,10,0,0,
APPLE,"Barron's Picks And Pans: Chevron, Goldman Sachs, Progressive And More $CVX $PG $AAL $GS $PGR $AAPL $MSFT $BAC $CPB $GIS $DKS https://t.co/aM9nznXXDn",Benzinga,14/06/2020,5,2,0,0,
APPLE,Twitter shuts down a Chinese misinformation campaign. States grapple with a second wave of infections. And Goldman Sachs tries to distance itself from the 1MDB scandal. Here are the top stories in business and tech. https://t.co/PKTr829qeK,NYT Business,15/06/2020,6,6,0,0,
APPLE,"Jeez, Apple right back....",Jim Cramer,15/06/2020,221,12,0,0,
GOOG,Searches for boats on Google are also at multi-year highs. https://t.co/IJYFp8FVF8 https://t.co/nunBLYjhk7,Bespoke,16/06/2020,10,2,0,0,
APPLE,"A possibility for lasting damage from the EU’s investigations might seem small, but Apple’s stock is priced for nothing to go wrong https://t.co/5cthz12zbb",WSJ Markets,16/06/2020,3,2,0,0,
APPLE,"For companies that want to offer their products through Apple’s App Store, there has always been a catch: You had to agree to Apple’s terms and conditions. https://t.co/w5KCKnegGP",NYT Business,16/06/2020,2,3,0,0,
APPLE,The European Commission has opened a formal antitrust investigation to determine if the rules Apple imposes on app developers violate competition rules https://t.co/dGWxlOypyh,NYT Business,16/06/2020,2,2,0,0,
APPLE,"RT @satariano : NEW: Apple is facing more antitrust scrutiny in Europe over over the App Store and Apple Pay. A unifying thread in all these antitrust probes against big tech platforms is their role as ""gatekeepers"" upon which other businesses depend.   https://t.co/EYsd0HmG9h",NYT Business,16/06/2020,0,0,0,0,
APPLE,RT @CNBC : Apple reopens stores in New York City for the first time after lockdown https://t.co/nOW6vr99Ku,Bespoke,16/06/2020,0,0,0,0,
APPLE,"RT @gzeromedia : Bad news for the free press: Maria Ressa, globally-renowned journalist, was found guilty of libel under Philippines' cybercrimes laws. President Duterte has directed particular abuse toward Ressa and her news site, Rappler. 

https://t.co/KS42aRbPVe",ian bremmer,16/06/2020,0,0,0,0,
APPLE,"Netflix, PayPal, Others Could Benefit from the EU's Apple Probes: @EricJhonsa  https://t.co/8Gpgd2Bnel",Jim Cramer,16/06/2020,46,11,0,1,
APPLE,"Yes, @ScottWapnerCNBC Own Apple don't trade it!!!",Jim Cramer,16/06/2020,409,23,0,1,
GOOG,"Google, Facebook, Twitter Face Growing Financial Risks From Political Controversies: @EricJhonsa  https://t.co/MndSZmFRpm",Jim Cramer,17/06/2020,74,20,0,1,
GOOG,More testing can be seen in Google search trends as well... https://t.co/kFsQPtJE15,Bespoke,17/06/2020,8,3,0,0,photo
GOOG,"Google search trends for ""Covid symptoms"" starting to tick higher... https://t.co/jNdwlAkItO",Bespoke,17/06/2020,186,79,0,0,photo
APPLE,"In today's DealBook Briefing: A four-point plan for fixing the recovery, Corporate America weighs in on police reform, Apple faces the antitrust hot seat and more. https://t.co/1FciZrOrxZ",NYT Business,17/06/2020,1,0,0,0,
APPLE,"Pro: Apple Shares Have Room To Run To $490
$AAPL
https://t.co/TGHWgGdmBc",Benzinga,17/06/2020,7,2,0,0,
APPLE,"Apple Shares Hit All-Time High At $355.37, Hit Pre-Market High At $356 $AAPL https://t.co/Hi2SPWlPZp https://t.co/CljI4rP7yw",Benzinga,17/06/2020,17,3,0,0,animated_gif
APPLE,Apple $AAPL and Microsoft $MSFT are the only two Dow stocks up over the last week. https://t.co/xSYXyWIHxA,Bespoke,17/06/2020,17,8,0,0,photo
APPLE,Who would have thought in the midst of a global pandemic YTD mortgage purchase applications would only be down 2% from last year: https://t.co/y2u3BWoD9z https://t.co/ZtOtoLjfaa,Bespoke,17/06/2020,7,4,0,0,photo
GOOG,"Google CEO Sundar Pichai Announces $175M Fund For African American Business Owners
$GOOG $GOOGL
https://t.co/5IthypUv2j https://t.co/37QFBCqDIF",Benzinga,18/06/2020,4,2,0,0,photo
GOOG,"Tech companies like Verily Life Sciences, a Google sister company, are introducing comprehensive programs for employers seeking to re-open during the pandemic, complete with virus testing for employees https://t.co/b8CC9DPv4i",NYT Business,18/06/2020,3,2,0,0,
APPLE,"British officials abruptly reversed course on Thursday, saying Britain would join other countries using Apple and Google software to build a contact-tracing app https://t.co/GaDBjOAwFz",NYT Business,18/06/2020,2,1,0,0,
APPLE,It wasn’t the first time Apple said no to the Facebook Gaming app. Or the second. Or even the third. https://t.co/X6G19ozNci,NYT Business,18/06/2020,4,8,0,0,
GOOG,The former head of Google's ad business is taking aim at his old employer with a search start-up that will rely on subscriptions instead of ad sales https://t.co/ZZxlEWLmEk,NYT Business,19/06/2020,10,6,0,0,
APPLE,APPLE TO CLOSE SOME U.S. STORES AGAIN DUE TO COVID-19 SPIKES,Bespoke,19/06/2020,53,18,0,0,
APPLE,"Apple WWDC, Nike Earnings, Ford F-150 Reveal Due: Investing Action Plan https://t.co/AV8rWA98Di",Investors.com,19/06/2020,4,0,0,0,
GOOG,The former head of Google's ad business is taking aim at his old employer with a search start-up that will rely on subscriptions instead of ad sales https://t.co/CbglGZCW9H,NYT Business,20/06/2020,7,5,0,0,
GOOG,"Sridhar Ramaswamy, once the Google executive in charge of the company’s $115 billion advertising arm, had grown disillusioned with the business he had helped build https://t.co/lylHAHR5WN",NYT Business,20/06/2020,2,1,0,0,
GOOG,The former head of Google's ad business is taking aim at his old employer with a search start-up that will rely on subscriptions instead of ad sales https://t.co/b6hGQcrwJj,NYT Business,20/06/2020,11,3,0,0,
APPLE,"Apple is expected to stop using Intel chips in its Macs. It's a high-profile breakup, but not a surprise to people who follow the semiconductor industry. https://t.co/kWcXhIsOgH",NYT Business,20/06/2020,5,5,0,0,
APPLE,"Apple is expected to stop using Intel chips in its Macs. It's a high-profile breakup, but not a surprise to people who follow the semiconductor industry. https://t.co/awHOsGDRmi",NYT Business,20/06/2020,5,1,0,0,
APPLE,"Apple is expected to stop using Intel chips in its Macs. It's a high-profile breakup, but not a surprise to people who follow the semiconductor industry. https://t.co/xCp3beenB8",NYT Business,20/06/2020,19,12,0,0,
GOOG,The former head of Google's ad business is taking aim at his old employer with a search start-up that will rely on subscriptions instead of ad sales https://t.co/bsM64RGIA0,NYT Business,21/06/2020,10,5,0,0,
APPLE,"Apple is expected to stop using Intel chips in its Macs. It's a high-profile breakup, but not a surprise to people who follow the semiconductor industry. https://t.co/JOd7f1bJo4",NYT Business,21/06/2020,12,7,0,0,
APPLE,"Apple is expected to stop using Intel chips in its Macs. It's a high-profile breakup, but not a surprise to people who follow the semiconductor industry. https://t.co/5Dc0k7FEpi",NYT Business,21/06/2020,9,3,0,0,
APPLE,"Apple is expected to stop using Intel chips in its Macs. It's a high-profile breakup, but not a surprise to people who follow the semiconductor industry. https://t.co/yTN4vNa5kH",NYT Business,21/06/2020,31,25,0,0,
APPLE,"Bulls And Bears Of The Week: Apple, Oracle, US Steel And More
$AAPL $AMZN $CSCO $TSLA

https://t.co/n4Xk1sgKwF https://t.co/a3tbAuwbAI",Benzinga,21/06/2020,5,2,0,0,animated_gif
APPLE,5 Things To Watch For At Apple's #WWDC2020 $AAPL $INTC https://t.co/oEwlNAXZBG,Benzinga,21/06/2020,1,1,1,0,
APPLE,"RT @IBD_ECarson : Futures fall sharply as coronavirus cases jump; Apple WWDC, Tesla news in focus https://t.co/j7SDZse40q $AAPL $TSLA $VRTX $SGEN $REGN $WING https://t.co/Z7T1lGGFrB",Investors.com,21/06/2020,0,0,0,0,animated_gif
APPLE,RT @djtgallagher : It took Apple years to get Intel out of the Mac. It will likely take years more to see the payoff. For @WSJheard - https://t.co/wRHdJ5E7Ak,WSJ Markets,22/06/2020,0,0,0,1,
APPLE,"5 Things To Watch For At Apple's WWDC 
$AAPL
https://t.co/TDoMSfM3yY https://t.co/Kaew8ZHfbh",Benzinga,22/06/2020,4,0,0,0,animated_gif
APPLE,"RT @ZevFima : If you missed Apple's WWDC event, don't worry, we're got you covered over @jimcramer's https://t.co/qGJhy4flkS. Full rundown on the biggest announcements will be hitting members' inboxes shortly! @TheStreet @realmoney $AAPL",Jim Cramer,22/06/2020,0,0,0,3,
APPLE,"RT @TheStreet : . @JimCramer tells @byKatherineRoss that once you're in Apple's App Store, you'll do much better https://t.co/D6Ff9BNa94",Jim Cramer,22/06/2020,0,0,0,2,
APPLE,"RT @IBD_ECarson : Netflix, Fortinet lead 5 stocks that just entered buy zones; Dow futures rise modestly after Apple/Microsoft-led rally. https://t.co/SSYpliBKbd $NFLX $FRNT $SPLK $IPHI $TEAM $MSFT $AAPL https://t.co/6M6TsTwJ5A",Investors.com,22/06/2020,0,0,0,0,animated_gif
GOOG,"Apple leads Nasdaq to record high; Google, StoneCo flash buy signals $AAPL $GOOGL $STNE https://t.co/DeKYEQmExw",Investors.com,23/06/2020,18,8,0,0,
GOOG,"Can FANG Stocks Continue To Outshine The Broader Technology Sector? $FB $AMZN $NFLX $GOOGL 

https://t.co/cPapj8jxCh",Benzinga,23/06/2020,7,5,0,0,
APPLE,Apple has steadily weaned its products off central processors made by others. Now it is finally the Mac’s turn. https://t.co/ma2gbRgnpf,WSJ Markets,23/06/2020,8,2,0,0,
APPLE,Apple announces that it will make it tougher for apps to track you. Read more from @bxchen in today's On Tech https://t.co/7JbCxHYkb1,NYT Business,23/06/2020,2,1,0,1,
APPLE,"Apple To Let Developers Challenge App Store Guidelines, Push Bug Fixes After Uproar
$AAPL $FB
https://t.co/gtQGGDFbdh",Benzinga,23/06/2020,1,1,0,0,
APPLE,Apple $AAPL market cap sitting right at $1.6 trillion this afternoon.,Bespoke,23/06/2020,21,6,0,0,
APPLE,Apple was just up more today than it's entire split-adjusted share price on the day when the iPhone was first announced on 1/9/07.,Bespoke,23/06/2020,29,7,0,0,
APPLE,Berkshire's stake in Apple now represents 21% of its entire market cap.,Bespoke,23/06/2020,593,123,0,0,
APPLE,"people are still owning Apple not trading it, thank heavens",Jim Cramer,23/06/2020,1247,64,0,0,
APPLE,It's Apple but i was afraid of getting stung... https://t.co/WMX3p5xwka,Jim Cramer,23/06/2020,25,0,0,0,
GOOG,Google has long been criticized for the volume of information it stores about its users. It is starting to make changes. Small ones. https://t.co/ULf9zV9Z5G,NYT Business,24/06/2020,3,4,0,0,
APPLE,"RT @WSJ : Apple and Intel are parting ways after more than a decade of partnership. @djtgallagher explains why the move could be bad for Intel, but not in the way that many think. #WSJWhatsNow https://t.co/KxH5cezGRr https://t.co/mEUiTZsQO0",WSJ Markets,24/06/2020,0,0,1,1,video
APPLE,"Intel can live without Apple's Mac business. But a successful ARM-based processor for the Mac could prove more damaging over the longer term, @djtgallagher writes for @WSJheard - https://t.co/K22Bypl3FV",WSJ Markets,24/06/2020,2,0,0,2,
GOOG,"The Justice Department has assigned a growing number of employees to its Google inquiry, and has brought in an economic expert who could testify at a trial https://t.co/4AuEJFHCdf",NYT Business,25/06/2020,25,17,0,0,
APPLE,"Qualcomm Will Be A 5G Winner, Says Bullish BofA
$AAPL $AVOG
https://t.co/ogUzkl0XWx",Benzinga,25/06/2020,5,3,0,0,
GOOG,"Alphabet's Waymo and Volvo Make A Deal To Develop Robotaxis
$GOOG $GOOGL $UBER $FCAU 
https://t.co/uI8WPxrFR4",Benzinga,26/06/2020,4,3,0,0,
GOOG,"Here are Google search trends for ""covid symptoms,"" ""covid test,"" and ""urgent care"" in Arizona: https://t.co/FtkecoxnYS",Bespoke,26/06/2020,18,9,0,0,photo
GOOG,"Pretty interesting chart on Google search trends for ""covid symptoms"" and ""covid test"" in Texas.  Shows a huge catch up in people looking for tests now vs. initial spike in March (along with the obvious massive spike in both). https://t.co/6nxnI6I6OA",Bespoke,26/06/2020,17,2,0,0,photo
APPLE,"While presenting new offerings to advertisers during this week's online Newfronts events, companies like Conde Nast, YouTube and Vice grappled with concerns about racism and economic uncertainty https://t.co/JN6EeGUdS1",NYT Business,26/06/2020,3,2,0,0,
GOOG,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/nEPBU9is5B",NYT Business,27/06/2020,81,34,1,0,
APPLE,"Facebook rolled out measures on Friday to add more context to problematic political posts on its site, as the social network grappled with a growing outcry from some of its largest advertisers over the issue of hateful speech https://t.co/k2G4QSYA5B",NYT Business,27/06/2020,1,0,0,0,
APPLE,"While presenting new offerings to advertisers during this week's online Newfronts events, companies like Conde Nast, YouTube and Vice grappled with concerns about racism and economic uncertainty https://t.co/QRmf4yTLdL",NYT Business,27/06/2020,2,2,0,0,
GOOG,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/e6dVlTysVL",NYT Business,28/06/2020,3,3,1,0,
GOOG,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/bneAe4vvyX",NYT Business,28/06/2020,7,3,1,0,
GOOG,"TikTok posts with #PizzaGate have been viewed more than 82 million times in recent months. Google searches for PizzaGate have skyrocketed. Comments, likes and shares on Facebook and Instagram are above 2016 levels. https://t.co/UYaea9itcZ",NYT Business,28/06/2020,3,5,1,0,
APPLE,"Facebook rolled out measures on Friday to add more context to problematic political posts on its site, as the social network grappled with a growing outcry from some of its largest advertisers over the issue of hateful speech https://t.co/fcbqkNzDs7",NYT Business,28/06/2020,6,3,0,0,
APPLE,"Facebook rolled out measures on Friday to add more context to problematic political posts on its site, as the social network grappled with a growing outcry from some of its largest advertisers over the issue of hateful speech https://t.co/xM2Ov7sjKa",NYT Business,28/06/2020,5,2,0,0,
APPLE,"Bulls And Bears Of The Week: Apple, Facebook, Tesla And More
$AAPL $FB $TSLA
https://t.co/UwLoVGc3xY",Benzinga,28/06/2020,7,3,0,0,
APPLE,"https://t.co/hPKVTLFeXC CFO Says Apple's Safari Browser Redirects To His Competitor
$AAPL 
https://t.co/SfvCunh7g0",Benzinga,28/06/2020,2,1,0,0,
GOOG,"Starbucks Pauses All Social Media Advertising In Tandem With Growing Boycott
$SBUX $FB $LK $GOOG $VZ $DEO
https://t.co/r2Go8VkKaK",Benzinga,29/06/2020,3,1,0,0,
APPLE,"Film studios and production facilities have become hot commodities as Netflix, Amazon and Apple, competing for streaming customers, produce more original movies and shows https://t.co/9JN3CW37DP",WSJ Markets,29/06/2020,6,2,0,0,
APPLE,"June 29, 2007: ""Apple reinvents the phone.""

$AAPL is up 2,200% since. https://t.co/RltpkwXNCt",Stocktwits,29/06/2020,375,79,0,0,photo
APPLE,Coronavirus cases are spiking again. Facebook lost a big antitrust case. And Apple will make it harder for your phone to stalk you. Here’s what you need to know for the week ahead in business and tech. https://t.co/DbbbB4kvqI,NYT Business,29/06/2020,11,9,0,0,
APPLE,The New York Times ended its relationship with Apple News as media organizations battle with tech companies for subscribers and ad dollars. https://t.co/uuTuYnX2ab,NYT Business,29/06/2020,9,5,0,0,
GOOG,"Google search trends for covid symptoms, covid test, and urgent care are ticking higher again in New York... https://t.co/braJQojPy5",Bespoke,30/06/2020,20,14,0,0,photo
APPLE,"Apple Gives Rejected Customers Another Chance At Its Credit Card
$AAPL
https://t.co/noc46xoA34 https://t.co/pJGWkE9ORG",Benzinga,30/06/2020,4,1,0,0,animated_gif
APPLE,"Apple-Focused Enterprise Software Developer Jamf Files To Go Public
$AAPL
https://t.co/UnUmsaY3KU",Benzinga,01/07/2020,1,0,0,0,
GOOG,The price rises on YouTube’s pay-TV service as Google’s ad business faces an unprecedented slowdown. https://t.co/7nNO66pnZb,WSJ Markets,02/07/2020,2,1,0,0,
APPLE,"Just to put things into perspective: Combined mkt cap of #FANGMAN (Facebook, Amazon, Netflix, Google, Microsoft, Apple, Nvidia) hit fresh ATH at $6.75tn, equal to combined GDP of Germany and the UK. https://t.co/CSTNAtrpYk",Holger Zschaepitz,02/07/2020,897,454,1,0,photo
APPLE,"McDonald's, Apple Further Delay Reopening Due To Coronavirus Cases Spike
$MCD $AAPL $SPY
https://t.co/zKPo8VYlGZ",Benzinga,02/07/2020,2,0,0,0,
GOOG,"Facebook, Twitter and Google are up against a new test of their free-speech credentials in Hong Kong  https://t.co/GiWSnsPn9K",WSJ Markets,04/07/2020,9,2,0,0,
APPLE,"America's malls, a hallmark of suburban life for half a century, are facing a reckoning as retailers grapple with the coronavirus pandemic. https://t.co/lHcRY5VDI6",NYT Business,05/07/2020,5,5,0,0,
APPLE,RT @bespokeinvest : The combined market cap of Apple and Microsoft is now 54% greater than the ENTIRE Russell 2000.,Stocktwits,06/07/2020,0,0,0,0,
APPLE,"Apple $AAPL, Microsoft $MSFT and Amazon $AMZN are now all members of the $1.5+ trillion market cap club.",Bespoke,06/07/2020,348,109,0,0,
APPLE,The combined market cap of Apple and Microsoft is now 54% greater than the ENTIRE Russell 2000.,Bespoke,06/07/2020,542,172,0,0,
APPLE,"Just to put things into perspective: Combined mkt cap of #FANGMAN (Facebook, Amazon, Netflix, Google, Microsoft, Apple, Nvidia) hit fresh ATH at $6.91tn, equal to combined GDP of #Japan and #Italy. https://t.co/J4abLLUKji",Holger Zschaepitz,07/07/2020,502,240,3,0,photo
APPLE,"Good morning from Germany, which is falling further &amp; further behind US Tech. All 30 Dax companies combined are worth just $1.3tn, less than Apple ($1.6tn), Microsoft ($1.6tn), Amazon ($1.5tn). After bankruptcy of Wirecard, there is only 1 tech comp left in Dax: SAP worth $181bn. https://t.co/9TP9vJgsHH",Holger Zschaepitz,07/07/2020,326,136,0,0,photo
GOOG,This is how Google Trends data looks for the US (and most states) over the last 7 days.  Shows people likely waited to get tested over July 4th weekend (even though were sick).  Likely to see big numbers for a few more days at least (and hopefully peak soon). https://t.co/WsjflYWGPK,Bespoke,08/07/2020,4,0,0,0,photo
APPLE,Heard on the Street: Wall Street is so over the moon about Apple’s next iPhone that few seem to care when it will actually arrive https://t.co/NPO7VdAGlc,WSJ Markets,08/07/2020,2,0,0,0,
APPLE,Buffett's stake in Apple has now topped 22% of Berkshire's entire market cap.,Bespoke,09/07/2020,67,23,0,0,
APPLE,"RT @EurasiaGroup : US officials are preparing antitrust cases against @Google, @Apple, @amazon, and @Facebook. 

From competition to #FreeSpeech, @pstAsiatech, @lieber2k, @KevinAllison, and Jeff Wright explore the issues at play and what the #2020Election means for Big Tech. https://t.co/TUl46yfWM8",ian bremmer,10/07/2020,0,0,2,7,
APPLE,"Big Tech is eating the world: Combined mkt cap of #FANGMAN (Facebook, Amazon, Netflix, Google, Microsoft, Apple, Nvidia) tops $7tn this week, equal to combined GDP of #Germany, #Italy and #Indonesia. https://t.co/DO4j4OJAOp",Holger Zschaepitz,11/07/2020,1744,854,4,0,photo
