Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,Hashtags,Media Type
APPLE,"With the November election looming and as Facebook grapples with intensifying scrutiny over content posted to its platform, the core of a debate within the social media company is whether banning political ads would help or harm. https://t.co/02keaNPzSq",NYT Business,11/07/2020,5,2,0,0,
GOOG,"Google searches for ""vacation"" and ""hotel""  have bounced back quite a bit, while searches for ""flights"" and ""cruise"" remain depressed.  #driving https://t.co/tpzmPxVdm7",Bespoke,13/07/2020,26,8,1,0,photo
GOOG,A document sent to Australian regulators by Google’s advisers may provide clues to how the Silicon Valley titan intends to beat back a legal challenge from the Justice Department https://t.co/0vEJKeWDpc,NYT Business,13/07/2020,3,0,0,0,
GOOG,A document sent to Australian regulators by Google’s advisers may provide clues to how the Silicon Valley titan intends to beat back a legal challenge from the Justice Department https://t.co/A7SR9ljBQD,NYT Business,13/07/2020,6,3,0,0,
GOOG,A document sent to Australian regulators by Google’s advisers may provide clues to how the Silicon Valley titan intends to beat back a legal challenge from the Justice Department https://t.co/Z2XZWvaAzI,NYT Business,13/07/2020,11,6,0,0,
GOOG,"#Google has crammed the top of search results with ads &amp; direct answers, leaving web businesses paying more for online traffic in kind of anti-competitive behavior. Some say the search giant has gone too far. Google recently joined the $1tn-Dollar-Club. https://t.co/8kP12iQtJS https://t.co/3B8qHOeo4H",Holger Zschaepitz,13/07/2020,107,41,1,0,photo
APPLE,"RT @Hipster_Trader : With Apple approaching $400 per share, Forrest Gump would probably have a higher net worth than Elon Musk https://t.co/wuVcgZq8MZ",Stocktwits,13/07/2020,0,0,0,0,animated_gif
APPLE,"Morgan Stanley Raises Apple Price Target On iPhone Trade-In Opportunity $AAPL $MS

https://t.co/72C6IqXqa6",Benzinga,13/07/2020,3,4,0,0,
APPLE,"When does the market cap of either Apple, Microsoft, or Amazon (all markets caps of b/w 1.6 and 1.7 trillion) overtake the Russell 2000 (2.03 trillion)?",Bespoke,13/07/2020,29,7,0,0,
GOOG,Yesterday's reversal lower hardly registered on the six-month price charts of FAANG stocks.  Still very overbought.  $AAPL $AMZN $FB $GOOGL $NFLX https://t.co/n62ZU2hhqQ,Bespoke,14/07/2020,24,14,0,0,photo
GOOG,@ariesnake Google is no longer available outside the US? This is truly horrible news.,ian bremmer,14/07/2020,9,0,0,1,
GOOG,"Google's new $10B investment in India aligns with Modi's #DigitalIndia plan to overhaul the country's digital infrastructure. #HardNumbers
@gzeromedia 
https://t.co/WwfvWG1Qmc",ian bremmer,14/07/2020,25,12,2,1,
GOOG,"The crux of Google’s argument: Even though it accounts for almost 30 percent of spending in the global digital ad market, it does not control enough of the industry to overcharge its customers and box out its competitors. https://t.co/1cl2FLlAxX",NYT Business,14/07/2020,3,1,0,0,
GOOG,A little-noticed 67-page document sent to Australian regulators in May by Google’s advisers may provide clues to how the Silicon Valley titan intends to beat back a legal challenge that the company abused its dominance of the online advertising market. https://t.co/EEWmPHrgJn,NYT Business,14/07/2020,5,5,0,0,
GOOG,Internet-enabled balloons from Google’s Project Loon and Telkom Kenya—launched from the US and navigated to eastern Africa using wind currents—has begun providing 4G coverage to remote areas in Kenya. https://t.co/3b5VdYepJ9,ian bremmer,15/07/2020,124,39,0,0,photo
APPLE,"The accounts of Mr. Musk, Mr. Gates, Mr. Bezos, Apple and others posted similar messages requesting money be sent to cryptocurrency accounts https://t.co/LH1jOhq7ia",WSJ Markets,15/07/2020,12,8,0,0,
APPLE,"BofA Raises Apple Price Target For Second Time In 5 Weeks $BAC $AAPL

https://t.co/efrOTBJMnq",Benzinga,15/07/2020,4,4,0,0,
APPLE,"RT @JaneLytv : BREAKING: Accounts have been hacked to tweet out a fake bitcoin scam which seems to have gathered at least $60,000 so far.

Impacted accts include Elon Musk, Bill Gates, Mike Bloomberg, Jeff Bezos, Kanye West, Uber, and Apple. More here with @RMac18 : https://t.co/aKdBffKi2n",BuzzFeed,15/07/2020,0,0,0,1,
APPLE,"RT @BuzzFeedNews : The Twitter accounts of Elon Musk, Bill Gates, Apple, Uber, and the https://t.co/cdEJxw2MKG have been hacked to promote a Bitcoin scam
https://t.co/VCCx3XIg1I",BuzzFeed,15/07/2020,0,0,0,0,
APPLE,RT @TheStreet : Why @JimCramer isn't jumping for joy over Apple: https://t.co/K2pI6KByb3,Jim Cramer,15/07/2020,0,0,0,1,
APPLE,"“This case was not about how much tax we pay, but where we are required to pay it,” said a spokesman for Apple. “We’re proud to be the largest taxpayer in the world as we know the important role tax payments play in society.” https://t.co/xIY4gjbW5s",NYT Business,16/07/2020,1,1,0,0,
APPLE,Apple won a major legal victory against European antitrust regulators as a European court overruled a 2016 decision that ordered the company to pay $14.9 billion in unpaid taxes to Ireland https://t.co/qaltJeFVIk,NYT Business,16/07/2020,6,3,0,0,
APPLE,"Watch out for my upcoming interview w/ #Philippines press freedom icon @mariaressa on #GZEROWorld. 

Here's a @gzeromedia story on her recent conviction for cyber libel, which drew widespread condemnation from journalists around the world. @rapplerdotcom
https://t.co/nbbBsoOo6y",ian bremmer,16/07/2020,16,7,2,3,
APPLE,"Again,  now it is Target. Starbucks, Apple, Kohls, Kroger, Best Buy Walmart, CVS--they are all playing the role we would have expected government to do. But they couldn't wait. These companies know the science .. now, kids, get is better masks: https://t.co/gnyh9xfGlN",Jim Cramer,16/07/2020,206,26,0,0,
GOOG,Communists at Google? Riddled with them/ 57 of them--Barr has a list....,Jim Cramer,17/07/2020,218,25,0,0,
GOOG,"Most of the Google search trend stuff suggests the Covid wave in the big four -- AZ, CA, FL, TX -- peaked at some point in the last week or two.  We'll see... https://t.co/WLoYt3G1MR",Bespoke,17/07/2020,35,15,0,0,photo
APPLE,"RT @zhonggg : When beaches and pools are shut around the world, what happens to the town that makes a quarter of the world's swimsuits? @wywapple and I dove in. https://t.co/F0QNAxwekb",NYT Business,17/07/2020,0,0,0,1,
APPLE,"Main business model of Ireland, tax haven for tech giants, can continue. Apple has €13bn Irish tax bill overturned. Apple, Google, Facebook &amp; Co collectively all take advantage of Ireland's favorable conditions &amp; shift billions of dollars in profits there https://t.co/bWi4W1N138 https://t.co/rMspKeQFwf",Holger Zschaepitz,18/07/2020,273,130,0,0,photo
GOOG,"Sam, i am not praising it. It's frothy as all get out. Google Frothy, right now, you will see ""When Amazon is up $200."" incredible...And i have a lot of respect for you, too. Jimmy Chill respects all except the nasty... https://t.co/d4PaWYAmv9",Jim Cramer,20/07/2020,28,4,0,0,
GOOG,"The normal Monday spike in Google searches for ""covid symptoms"" is down quite a bit vs. last week.  Search trends still point to peak spread in early July in states like CA, TX, FL.  We'll see... https://t.co/NrAfMdnqsv",Bespoke,20/07/2020,17,6,0,0,photo
GOOG,"Google and Apple said their new software for virus-tracing apps was ""privacy-preserving."" Now some health officials are pushing back against Google's requirement that Android users of the apps  enable their phones' location setting. https://t.co/yHPhbPJQcH",NYT Business,20/07/2020,2,1,0,0,
GOOG,"RT @natashanyt : This just in: Apple and Google promoted their new software for government virus-tracing apps as ""privacy-preserving.""
Now some European officials are contesting a Google requirement that Android users of the apps turn on their phones' location setting.
https://t.co/VR7qf4tqcS",NYT Business,20/07/2020,0,0,0,0,
APPLE,"Good morning from #Italy, a stock market developing country. Although Italy is still the 8th largest econ in the world, all Italian shares combined are worth just $602bn. That's less than the mkt cap of Facebook ($690bn), and only about a third of Apple's mkt cap of $1.7tn. https://t.co/P42jpdWg20",Holger Zschaepitz,20/07/2020,741,299,1,0,photo
APPLE,"Major businesses with mandatory mask policies in the US include:

Apple 
Best Buy
BJ’s Wholesale Club
Costco 
CVS
Gap Inc stores (effective Aug 1)
Kohl’s
Kroger (effective Wed)
Publix (effective tomorrow)
Starbucks 
Target (effective Aug 1)
Walmart 
Whole Foods",ian bremmer,20/07/2020,115,32,0,0,
APPLE,"""I don't have to ask the person being arrested whether you're innocent or guilty or look for documents. I was being arrested and I knew I wasn't guilty."" Filipina journalist &amp; advocate for press freedom @MariaRessa @rapplerdotcom #GZEROWorld

@gzeromedia: https://t.co/aOHx3RlOs1 https://t.co/fbFcKXGOsS",ian bremmer,20/07/2020,70,29,1,3,video
APPLE,"Look, Amazon is a huge position for https://t.co/2Cj9QmVLog. So is Apple. So is Microsoft. I am uncomfortable with these moves. But where to, brute?",Jim Cramer,20/07/2020,150,8,0,0,
APPLE,"Chill says Apple doesn't rely on advertising, Mr. Bags Motwani. Do you also do Boxes, or just Bags? Pop sold both.. You are a good man, Warden! https://t.co/Gm3iYryzmb",Jim Cramer,20/07/2020,19,0,0,0,
GOOG,"TikTok Ban Speculation Is Good News For Facebook, Google $FB $GOOG
https://t.co/CHdRLBX2oZ",Benzinga,21/07/2020,1,0,0,0,
GOOG,BREAKING: Google searches for “are stocks risky” hit zero.,Sven Henrich,21/07/2020,1908,186,0,0,
GOOG,"Google’s location requirement adds to privacy and security concerns with virus-tracing apps, many of which were developed by governments before the new Apple-Google software became available. https://t.co/SxOTrWwV6V",NYT Business,21/07/2020,2,0,0,0,
GOOG,"Germany, Switzerland and other countries used Google and Apple’s free software to develop national virus alert apps that have been downloaded more than 20 million times. Government officials seemed surprised that it could detect Android users’ locations. https://t.co/gyJaPufjWt",NYT Business,21/07/2020,5,2,0,0,
APPLE,"RT @AnaSwanson : Trump administration blacklists 11 Chinese companies over forced labor and other abuses in Xinjiang, including suppliers to Apple, Ralph Lauren and Tommy Hilfiger https://t.co/ecZuRZ5nTs",NYT Business,21/07/2020,0,0,0,0,
APPLE,"On the #GZEROWorld podcast: Filipina journalist @mariaressa of @rappler speaks with me about her long legal battle fighting for press freedoms and free speech in the Philippines under President Rodrigo Duterte. #holdtheline
@gzeromedia 
https://t.co/RXi9Wpb4n9",ian bremmer,21/07/2020,26,7,2,3,
GOOG,"Some corporate giving has proven hypocritical: Companies like Google, AT&amp;T and Target — which say they support Black Lives Matter — have PACs that donated to the campaign of Senator Kelly Loeffler, who says she is “adamantly” opposed to the group. https://t.co/oxb9iZVTHI",NYT Business,22/07/2020,9,6,0,0,
GOOG,"You may not be using Apple's Maps or Google Maps for traditional summer travel this year, but if you're sticking close to home, both apps can tell you what's open, where to eat and how to plan a socially distant exercise https://t.co/3BA29B8wPF",NYT Business,22/07/2020,5,1,0,0,
APPLE,Apple’s legal fees could be small fry compared to another bill coming due in its EU tax spat https://t.co/WiXDXb5Jay,WSJ Markets,22/07/2020,5,2,0,0,
APPLE,Self-storage rates have fallen in the pandemic as the industry grapples with fewer moves and greater competition. https://t.co/so2EVdqKVT,NYT Business,22/07/2020,3,0,0,0,
APPLE,"Apple Plans To Go Carbon Neutral Across Supply Chain, Products Within A Decade $AAPL

https://t.co/Fav1G9OYm3",Benzinga,22/07/2020,2,2,0,0,
APPLE,"How did Filipina journalist @MariaRessa  of @Rapplerdotcom become a symbol for #pressfreedom all around the world? Learn what led to her ongoing legal battle with the Duterte government. #GZEROWorld

Watch my interview with Maria Ressa: https://t.co/aOHx3RDpQB https://t.co/h2H9CEWZP2",ian bremmer,22/07/2020,208,88,2,2,video
GOOG,"Apple's Steve Wozniak Sues YouTube Alleging Inaction On Bitcoin Fraud $GOOG $GOOGL $AAPL

https://t.co/gFnZdq6nfn",Benzinga,23/07/2020,4,1,0,0,
GOOG,"Google searches for ""covid symptoms"" have led actual case counts.  Here's Florida over the last 3 and 6 months.  Suggests current wave peaked in early July and now on the downswing.  We'll see... https://t.co/28iDnzLpGK",Bespoke,23/07/2020,46,16,0,0,photo
GOOG,Google has a new initiative to take on Amazon's sprawling e-commerce business. You might have heard this one before. https://t.co/vIIGLZxLjS,NYT Business,23/07/2020,2,2,0,0,
GOOG,RT @daiwaka : Google has tried time and again to break Amazon’s grip over online shopping with little success. Now they’re opening up the platform and waiving fees. Will it work? https://t.co/mQfmMkz8tW,NYT Business,23/07/2020,0,0,0,0,
APPLE,"Should Traders And Investors Avoid Apple's $AAPL Stock Right Now?
https://t.co/heUuRsEBKZ",Benzinga,23/07/2020,1,1,0,0,
APPLE,Apple $AAPL breakout stats https://t.co/HgxN3aTroP,Top Breakout Stocks,23/07/2020,0,0,0,0,
GOOG,"Amazon $AMZN Looks To Acquire A Near 10% Stake In Reliance Retail, After Facebook $FB, Google $GOOG $GOOGL Back Sister Company Jio

https://t.co/K08j7BjQQU https://t.co/3TddiCyva3",Benzinga,24/07/2020,7,3,0,0,animated_gif
GOOG,"YouTube $GOOG $GOOGL Urges Court To Quash Cryptocurrency Scam Lawsuit, Citing Social Media Immunity

https://t.co/rwzvVq3FaQ",Benzinga,24/07/2020,3,0,0,0,
GOOG,"Google, Amazon and Qualcomm finance a George Mason University institute teaching a hands-off approach to antitrust regulators and judges https://t.co/e2DhLXl9qJ",NYT Business,24/07/2020,19,8,0,0,
GOOG,"Getting serious about competing with Amazon in online shopping, Google said that it would take steps to bring more sellers and products onto its shopping site by waiving sales commissions and allowing retailers to use third-party payment services. https://t.co/NWNnxrjDZT",NYT Business,24/07/2020,2,4,0,0,
GOOG,"Google, Amazon and Qualcomm finance a George Mason University institute teaching a hands-off approach to antitrust regulators and judges https://t.co/nMmcVYcBPg",NYT Business,24/07/2020,7,5,0,0,
GOOG,"Google is the starting point for finding information on the internet, but that is often not the case when consumers are searching for a product to buy. That title goes to Amazon. Now, the search giant prepares for another fight in online shopping. https://t.co/TJt7NehyNN",NYT Business,24/07/2020,10,8,0,0,
APPLE,"RT @lauranaka : Diario di viaggio tedesco in #Italia firmato da @Schuldensuehner @Welt Sembra la cronaca di una morte annunciata, per cui sveglia! ""Da 1999 Pil fermo e Ftse Mib -46%. Tutta la Borsa ITA vale 1/3 #Apple . Immobiliare KO, prezzi -18% da 2011"" 😱😱 https://t.co/RYbwmFvXrm #24luglio https://t.co/Xg9SWdpnpt",Holger Zschaepitz,24/07/2020,0,0,3,2,photo
APPLE,"Nice upside intraday reversal for Amazon $AMZN, Netflix $NFLX, Apple $AAPL, Alphabet $GOOGL, Facebook $FB.",Bespoke,24/07/2020,12,8,0,0,
APPLE,Apple $AAPL breakout stats https://t.co/HgxN3aTroP,Top Breakout Stocks,24/07/2020,1,1,0,0,
APPLE,"RT @gzeromedia : Background on @rapplerdotcom’s @mariaressa fight to #HoldTheLine, from @ianbremmer on #GZEROWorld https://t.co/qDgBv8HJZ7",ian bremmer,24/07/2020,0,0,2,3,video
APPLE,That would violate my buy and homework stance that i teach as part of the club: https://t.co/2Cj9QmVLog. We have owned Apple for that long... https://t.co/9uIGrxNXh7,Jim Cramer,24/07/2020,34,1,0,0,
APPLE,"RT @TheStreet : It's no secret that Apple has more than one headwind ahead, so what do you do with the stock? Ask your questions on Street Lightning and you might just get an answer from @JimCramer during a special $AAPL live show July 30 with @byKatherineRoss: https://t.co/hqrjnwEBb1",Jim Cramer,24/07/2020,0,0,0,2,
APPLE,"RT @IBD_ECarson : Intel's pain is AMD's gain after Apple, Amazon other tech titans trigger stock market sell-off https://t.co/luxfKKy6T5 $INTC $AMD $SKWS $AAPL $GOOGL $MSFT $AMZN #Tesla https://t.co/yQuvSdMYTN",Investors.com,24/07/2020,0,0,1,0,animated_gif
APPLE,"Apple, Amazon, Facebook, Boeing, Exxon Earnings Lead Packed Week: Investing Action Plan https://t.co/46LIPWXCi3",Investors.com,24/07/2020,11,3,0,0,
GOOG,"Benzinga's Bulls And Bears Of The Week: Apple, Coca-Cola, Twitter And More $AAPL $BA $EBAY $KO $HEXO $TSLA $GOOGL $TWTR https://t.co/tjnytuYRaK",Benzinga,25/07/2020,13,7,0,0,
APPLE,"RT @RiskReversal : This week on #StraightTalk, @NorthmanTrader &amp; @RiskReversal discuss:
-Nasdaq 100's technical break below its uptrend 
-Apple &amp; Amazon Earnings
-Sector Rotation / Market Breadth 
-Pandemic Persistence--&gt;Weak Economic Reopening &amp; Sustained High Unemployment

https://t.co/LddhxdBoet",Sven Henrich,25/07/2020,0,0,1,2,
APPLE,Traders are riding the momentum in everything from large technology stocks like Apple to the precious metal silver https://t.co/e5QfTM4M1U,WSJ Markets,26/07/2020,19,5,0,0,
APPLE,Should Traders And Investors Avoid Apple's Stock Right Now? $AAPL https://t.co/IOtM8FYJVl,Benzinga,26/07/2020,6,2,0,0,
GOOG,"Google apparently not so bullish about an imminent vaccine

https://t.co/sYnAft9J0E",Sven Henrich,27/07/2020,162,37,0,0,
GOOG,"Google to Keep Employees Home Until Summer 2021 Amid Coronavirus Pandemic

$GOOG
https://t.co/zMF7aTdSZl",Stocktwits,27/07/2020,27,23,0,0,
GOOG,"The move will affect the vast majority of the roughly 200,000 full-time and contract employees across Google parent Alphabet, and is sure to pressure other technology giants  https://t.co/rFhxmP3eC2",WSJ Markets,27/07/2020,6,4,0,0,
APPLE,"With Facebook just moving its earnings report, we'll now have Apple, Amazon, Alphabet, and Facebook all reporting after the close on Thursday. Fun Friday or ____ Friday?",Bespoke,27/07/2020,50,20,0,0,
APPLE,"Mr. Chill points out that you should look at Apple, Amazon, Facebook, Microsoft, and Netflix as stocks that may not have been bought at the top. More like the bottom -- Mr. ManSherv. When i meet you should i call you Man? Sherv? Or Sunshine https://t.co/qkKKCnSl0g",Jim Cramer,27/07/2020,35,3,0,0,
APPLE,"RT @TheStreet : A Weaker Dollar, Heavy Earnings Week, Add to Amazon but Not Apple? @Sarge986 with your Market Recon  https://t.co/WsS333R1CP",Jim Cramer,27/07/2020,0,0,0,1,
GOOG,"Google is welcoming necessity with open arms, but that doesn’t mean every company should jump at the chance. https://t.co/wq1lUxl5I8",WSJ Markets,28/07/2020,3,1,0,0,
APPLE,"On Wednesday, Jeff Bezos will testify before Congress for the first time. He will be joined by the chief executives of Alphabet, Apple and Facebook as part of lawmakers’ investigations into the power of the largest tech companies.  https://t.co/fbm14TMy8O",NYT Business,28/07/2020,6,5,0,0,
APPLE,"When app companies like Airbnb that sold real-world classes and services started selling virtual services, Apple said it should receive a cut https://t.co/KVZ90drPzo",NYT Business,28/07/2020,10,4,0,0,
GOOG,"RT @Kellen_Browning : Time to unveil our ""buzzword bingo."" How often are the CEOs repeating themselves? In opening statements, Pichai cited 9 instances of how Google is good for America, while Zuckerberg focused on 6 of Facebook's competitors. Follow our @nytimes tally here:  https://t.co/iTL55cMJ7Q",NYT Business,29/07/2020,0,0,0,1,
GOOG,"RT @Kellen_Browning : A big day in the tech world as the C.E.O.s of four major companies — Apple, Google, Facebook, Amazon — are set to testify (remotely) on Capitol Hill. Follow our @nytimes live briefing and read about how the virtual process will work here: https://t.co/65sd8WnrBT",NYT Business,29/07/2020,0,0,0,1,
GOOG,"RT @tiffkhsu : The Big Tech spin engine is geared up for today's tech hearing with Amazon, Apple, Facebook and Google. 

This is a VERY GOOD primer/factcheck to read first.

https://t.co/mQAySPEapH",NYT Business,29/07/2020,0,0,0,0,
GOOG,"Many competitors to Google, Facebook, Apple and Amazon have been busy talking to House lawmakers for months about those companies’ power https://t.co/W64P65Qdc0",NYT Business,29/07/2020,1,1,0,0,
GOOG,"The chief executives of Apple, Google, Facebook and Amazon are testifying before Congress. Here's what you need to know.  https://t.co/WXPMBtWCQV",NYT Business,29/07/2020,13,4,0,0,
GOOG,"There's no simple way to avoid Amazon, Apple, Google and Facebook in our digital lives. But there are steps we can take to support tech's little guys, too. https://t.co/FdbZ5O0EEJ",NYT Business,29/07/2020,2,2,0,0,
GOOG,"The chief executives of Apple, Google, Facebook and Amazon are testifying before Congress. Here's what you need to know.  https://t.co/ZNEH7olc1S",NYT Business,29/07/2020,5,1,0,0,
APPLE,"When app companies like Airbnb that sold real-world classes and services started selling virtual services, Apple said it should receive a cut https://t.co/mHf7WdVcQo",NYT Business,29/07/2020,2,1,0,0,
APPLE,"RT @TheStreet : You ready for $AAPL earnings tomorrow? @jimcramer and @byKatherineRoss are. They'll be going live at 10:30 am to cover all things Apple and they're taking questions from YOU. Comment over on Street Lightning for a chance to have your question asked. 
https://t.co/YT1fFfecY2",Jim Cramer,29/07/2020,0,0,0,2,
APPLE,no i said it will be a good quarter but they will struggle with guidance --you have the 12 and you have 5G.  i say own Apple don't trade it https://t.co/0ruvdB80Rv,Jim Cramer,29/07/2020,42,2,0,0,
APPLE,"RT @TheStreet : You ready for $AAPL earnings tomorrow? @jimcramer and @byKatherineRoss are. They'll be going live at 10:30 am to cover all things Apple. Want to ask a question? Comment over on Street Lightning for a chance to have your question asked. 
https://t.co/YT1fFfecY2",Jim Cramer,29/07/2020,0,0,0,2,
APPLE,"Apple, Facebook, Amazon, Alphabet To Report; GDP, Jobless Data Due: Investing Action Plan https://t.co/a4SojxQTqJ",Investors.com,29/07/2020,6,2,0,0,
GOOG,"CEOs Of Amazon, Apple, Facebook And Google Defend Companies During Congressional Antitrust Testimony $AAPL $AMZN $FB $GOOG https://t.co/c3njKrxtau",Benzinga,30/07/2020,3,0,0,0,
GOOG,"AMZN, AAPL, and FB all up over 5%.  GOOGL down.",Bespoke,30/07/2020,29,12,0,0,
GOOG,"Alphabet sees first-ever quarter of negative sales growth but drop in revenue wasn’t as bad as expected. Google parent reported that sales fell 2% in Q2 YoY. Revenue totaled $31.6bn. YouTube, fastest-growing part of Google’s advertising empire, brought in $3.8bn, +6% YoY. (BBG) https://t.co/ppEULfJ23N",Holger Zschaepitz,30/07/2020,110,41,0,0,photo
APPLE,"Tim Apple Splits His Stock 
 
$AAPL $AMZN $FB $GOOG https://t.co/S519MPIyYI https://t.co/RpCOgZVNc4",Stocktwits,30/07/2020,164,39,0,0,animated_gif
APPLE,"Heads up! 
 
Amazon, Apple, Facebook, and Google all report earnings after the close! 
 
$AMZN  
$AAPL  
$FB  
$GOOG https://t.co/3tHhVMpeho",Stocktwits,30/07/2020,99,31,0,0,animated_gif
APPLE,RT @EddyElfenbein : Apple now has $193.82 billion cash on hand. Or about $25 per person on the planet.,Stocktwits,30/07/2020,0,0,0,0,
APPLE,"Apple Reports 4-For-1 Stock Split, Effective Aug. 24 
 
$AAPL",Stocktwits,30/07/2020,369,102,0,0,
APPLE,"RT @michaelbatnick : Apple 4:1 stock split. 

Tim Cook wants that Robinhood money.",Stocktwits,30/07/2020,0,0,0,0,
APPLE,"Apple just ticked above $400. 
 
$AAPL",Stocktwits,30/07/2020,184,32,0,0,
APPLE,"Huawei Becomes The World's Largest Smartphone Supplier As China Sales Remain High During Pandemic
$AAPL $MSFT 
https://t.co/Wr8c6uXOxN",Benzinga,30/07/2020,3,0,0,0,
APPLE,"Apple Shares Breach $400 After Tech Giant Announces Record Quarter, Stock Split $AAPL

https://t.co/hxlZ7ximYI https://t.co/SiIuiQHAaC",Benzinga,30/07/2020,10,2,0,0,animated_gif
APPLE,"Apple Shares Breach $400 After Tech Giant Announces Record Quarter, Stock Split $AAPL https://t.co/p4bVYjbcLL",Benzinga,30/07/2020,13,6,0,0,
APPLE,Apple's weight in the DJIA will drop from 10.5% down to 2.8% post split.,Bespoke,30/07/2020,226,74,0,0,
APPLE,Apple's cash would be the 29th largest company in the S&amp;P 500. https://t.co/aap6fDupmw,Bespoke,30/07/2020,301,87,0,0,
APPLE,apple’s ready to pounce ! https://t.co/0NsGSSPZYj,Jim Cramer,30/07/2020,273,13,0,0,photo
APPLE,nvidia hiding in bushes. knows it’s apple’s and amazon’s and facebook’s night https://t.co/PBVTt2F06R,Jim Cramer,30/07/2020,311,7,0,0,photo
APPLE,Apple BEAST MASTER! Facebook: Monster! Amazon! Colossus! Alphabet. Not bad,Jim Cramer,30/07/2020,1100,128,0,0,
APPLE,from now on Marley your name is Apple. you won’t know the difference so don’t worry about it https://t.co/kVgQcx9fOl,Jim Cramer,30/07/2020,633,25,0,0,photo
APPLE,Remember all the people who said that Apple's best time is in its past? Where are those people?  They are funny!,Jim Cramer,30/07/2020,1393,119,0,0,
APPLE,"Apple equals BLOWOUT, Own it don't trade it... on track for about $22 billion. Back to school season will be strongest ever.",Jim Cramer,30/07/2020,568,60,0,0,
APPLE,"I think Apple is of the people for the people with the split. Again, what matters are the fundamentals but this will help get it a better, non hedge fund base.",Jim Cramer,30/07/2020,344,40,0,0,
APPLE,Own Apple don't trade it!!!,Jim Cramer,30/07/2020,4155,384,0,0,
APPLE,RT @TheStreet : .@JimCramer takes a look at Apple's App Store dominance:  https://t.co/qe558sT10V,Jim Cramer,30/07/2020,0,0,0,1,
APPLE,Apple's stock is making the stakes awfully high going in...,Jim Cramer,30/07/2020,260,12,0,0,
APPLE,RT @TheStreet : .@JimCramer is breaking down everything you need to know about Apple $AAPL ahead of earnings and is answering YOUR questions LIVE:  https://t.co/YT1fFfecY2,Jim Cramer,30/07/2020,0,0,0,1,
APPLE,We have a fabulous Apple show for you ahead of earnings!! See you at 10:30: https://t.co/7iPsLG1rS4 https://t.co/IbBf2zjCj1,Jim Cramer,30/07/2020,33,7,0,0,
APPLE,"RT @IBD_ECarson : These 5 stocks are buys following earnings after hours; Apple, these internet giants are on tap
https://t.co/KjDPI841dJ $PYPL $QRVO $QCOM $SFM $ORLY $AAPL $AMZN $FB $GOOGL https://t.co/FKg2AhJJ5Z",Investors.com,30/07/2020,0,0,0,0,animated_gif
GOOG,"Big Tech Stocks Among The Most Shorted In The Market 
$AAPL $AMZN $FB $GOOG $GOOGL

https://t.co/8aQlhM8R7E",Benzinga,31/07/2020,3,2,0,0,
GOOG,"One Day After Congressional Grilling, America's Tech Giants Assert Their Dominance $AAPL $AMZN $FB $GOOG https://t.co/O0cSe54xcv",Benzinga,31/07/2020,1,0,0,0,
GOOG,"RT @IBD_ECarson : Tech futures jump after Apple, Amazon, Facebook, Google earnings - three signal possible buys https://t.co/MjMCOSCcJ3 $AAPL $AMZN $GOOGL $FB $VRTX $TEAM https://t.co/WrWprlbW2b",Investors.com,31/07/2020,0,0,0,0,animated_gif
GOOG,The 5 largest stocks at the start of 2020 have added $1.66 trillion in market cap this year.  The 495 other stocks have lost $1.61 trillion.  $AAPL $AMZN $GOOGL $FB $MSFT $$ https://t.co/HPVdsv8Bdn,Bespoke,31/07/2020,176,105,0,0,photo
GOOG,"RT @daiwaka : Wed - CEOs of Amazon, Apple, Facebook, Google: There is lots of competition. Our dominance is overstated.

Thurs - The four report combined quarterly profit of $28.6 bln during one of the worst economies on record. 

Story w/ @KYWeise @jacknicas @MikeIsaac https://t.co/ggqi3Qmewh",NYT Business,31/07/2020,0,0,0,3,
GOOG,"RT @jacknicas : On Wednesday, the CEOs of Amazon, Apple, Facebook and Google argued to Congress that they weren’t that powerful.

On Thursday, as the worst economic figures in U.S. history arrived, those four companies reported $28.6 billion in quarterly profits.
https://t.co/aYQpOe2PEb",NYT Business,31/07/2020,0,0,0,0,
GOOG,"There's no simple way to avoid Amazon, Apple, Google and Facebook in our digital lives. But there are steps we can take to support tech's little guys too. https://t.co/jEKHXFhbB1",NYT Business,31/07/2020,8,2,0,0,
GOOG,"RT @natashanyt : Last week, we broke the news that European gov'ts were pushing Google to stop asking for location permission for Android versions of virus-tracing apps.
Now Google has just announced that the next version of Android won't require users of the virus apps to turn on location. https://t.co/3mHK5nFQEN",NYT Business,31/07/2020,0,0,0,0,photo
APPLE,"U.S. stocks came back to post Friday gains, while Apple soared 10% after Thursday’s earnings  https://t.co/kVblxVpCb5",WSJ Markets,31/07/2020,15,4,0,0,
APPLE,Google accused by developer of retaliation for cooperating with House antitrust investigation https://t.co/Zb4M3VhTXy,The Washington Post,31/07/2020,68,31,0,0,
APPLE,"Amazon, Apple, and Facebook. 
 
$AMZN $AAPL $FB https://t.co/66Pj7IKt8N",Stocktwits,31/07/2020,266,73,0,0,photo
APPLE,"RT @bespokeinvest : The combined market cap of Apple, Microsoft, and Amazon is more than 2.3 times the market cap of the ENTIRE Russell 2000.",Stocktwits,31/07/2020,0,0,0,0,
